,question,type,placeholders,naturalness,difficulty,dbpedia_entities
1243,Compare and contrast the medical approaches of traditional Western medicine and traditional Chinese medicine in terms of diagnosis and treatment.,comparative,"{'entity A': 'traditional Western medicine', 'entity B': 'traditional Chinese medicine', 'aspect': 'diagnosis and treatment'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Western_medicine', 'entity B': 'http://dbpedia.org/resource/Traditional_Chinese_medicine'}"
1244,How do you evaluate the impact of social media on modern political campaigns? Please explain your viewpoint.,critical,"{'person/event': 'social media', 'field': 'modern political campaigns'}",high,medium,"{'person/event': 'http://dbpedia.org/resource/Social_media', 'field': 'http://dbpedia.org/resource/Political_campaign'}"
1245,Describe Leonardo da Vinci's significant contributions during his career.,descriptive,{'person': 'Leonardo da Vinci'},high,medium,{'person': 'http://dbpedia.org/resource/Leonardo_da_Vinci'}
1246,Why did Nelson Mandela choose to become involved in the anti-apartheid movement?,explanatory,"{'person': 'Nelson Mandela', 'action': 'become involved in the anti-apartheid movement', 'time': ''}",high,medium,{'person': 'http://dbpedia.org/resource/Nelson_Mandela'}
1247,"Based on the current economic situation, how do you predict global market trends will develop?",predictive,{'event': 'global market trends'},high,hard,{'event': ''}
1248,Compare and contrast the economic policies of Margaret Thatcher and Franklin D. Roosevelt.,comparative,"{'entity A': 'Margaret Thatcher', 'entity B': 'Franklin D. Roosevelt', 'aspect': 'economic policies'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Margaret_Thatcher', 'entity B': 'http://dbpedia.org/resource/Franklin_D._Roosevelt'}"
1249,How do you evaluate the impact of the Industrial Revolution on modern manufacturing practices? Please explain your viewpoint.,critical,"{'person/event': 'Industrial Revolution', 'field': 'modern manufacturing practices'}",medium,hard,{'person/event': 'http://dbpedia.org/resource/Industrial_Revolution'}
1250,Please describe Nikola Tesla’s contributions to the field of electrical engineering.,descriptive,{'person': 'Nikola Tesla'},high,medium,{'person': 'http://dbpedia.org/resource/Nikola_Tesla'}
1251,Why did Marie Curie decide to pursue research in radioactivity in the early 20th century?,explanatory,"{'person': 'Marie Curie', 'action': 'pursue research in radioactivity', 'time': 'early 20th century'}",high,hard,{'person': 'http://dbpedia.org/resource/Marie_Curie'}
1252,"Based on the current advancements in artificial intelligence, how do you predict its influence on the job market will develop?",predictive,"{'entity': 'artificial intelligence', 'event': 'its influence on the job market'}",high,medium,{'entity': 'http://dbpedia.org/resource/Artificial_intelligence'}
1253,Compare and contrast the educational philosophies of John Dewey and Maria Montessori in terms of their approach to child development.,comparative,"{'entity A': 'John Dewey', 'entity B': 'Maria Montessori', 'aspect': 'their approach to child development'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/John_Dewey', 'entity B': 'http://dbpedia.org/resource/Maria_Montessori'}"
1254,How do you evaluate the impact of the Industrial Revolution on modern urbanization? Please explain your viewpoint.,critical,"{'event': 'the Industrial Revolution', 'field': 'modern urbanization'}",high,medium,{'event': 'http://dbpedia.org/resource/Industrial_Revolution'}
1255,Please describe Marie Curie’s contributions to the field of chemistry.,descriptive,{'person': 'Marie Curie'},high,medium,{'person': 'http://dbpedia.org/resource/Marie_Curie'}
1256,Why did Julius Caesar choose to cross the Rubicon in 49 BC?,explanatory,"{'person': 'Julius Caesar', 'action': 'cross the Rubicon', 'time': '49 BC'}",high,medium,"{'person': 'http://dbpedia.org/resource/Julius_Caesar', 'action': 'http://dbpedia.org/resource/Crossing_the_Rubicon', 'time': 'http://dbpedia.org/resource/49_BC'}"
1257,"Based on the current state of AI development, how do you predict its impact on job markets will develop?",predictive,{'event': 'impact on job markets'},high,medium,{'event': 'http://dbpedia.org/resource/Artificial_intelligence'}
1258,Compare and contrast the economic policies of Franklin D. Roosevelt and Ronald Reagan during their presidencies.,comparative,"{'entity A': 'Franklin D. Roosevelt', 'entity B': 'Ronald Reagan', 'aspect': 'economic policies'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Franklin_D._Roosevelt', 'entity B': 'http://dbpedia.org/resource/Ronald_Reagan', 'aspect': 'http://dbpedia.org/resource/Economic_policy'}"
1259,How do you evaluate the impact of the Industrial Revolution on modern technological advancements? Please explain your viewpoint.,critical,"{'event': 'Industrial Revolution', 'field': 'modern technological advancements'}",high,medium,"{'event': 'http://dbpedia.org/resource/Industrial_Revolution', 'field': 'http://dbpedia.org/resource/Technology'}"
1260,Please describe Leonardo da Vinci’s contributions to the fields of art and science.,descriptive,{'person': 'Leonardo da Vinci'},high,medium,{'person': 'http://dbpedia.org/resource/Leonardo_da_Vinci'}
1261,Why did Marie Curie decide to pursue research in radioactivity in the late 19th century?,explanatory,"{'person': 'Marie Curie', 'action': 'pursue research in radioactivity', 'time': 'late 19th century'}",high,medium,{'person': 'http://dbpedia.org/resource/Marie_Curie'}
1262,"Based on SpaceX's historical achievements, in which areas do you think the company might innovate in the future?",predictive,{'entity': 'SpaceX'},high,medium,{'entity': 'http://dbpedia.org/resource/SpaceX'}
1263,Compare the cultural impacts of the Renaissance and the Enlightenment.,comparative,"{'historical event A': 'Renaissance', 'historical event B': 'Enlightenment'}",high,medium,"{'historical event A': 'http://dbpedia.org/resource/Renaissance', 'historical event B': 'http://dbpedia.org/resource/Age_of_Enlightenment'}"
1264,How do you evaluate the impact of the Industrial Revolution on modern economic structures? Please explain your viewpoint.,critical,"{'event': 'Industrial Revolution', 'field': 'modern economic structures'}",high,hard,{'event': 'http://dbpedia.org/resource/Industrial_Revolution'}
1265,Please describe Marie Curie’s contributions to the field of chemistry.,descriptive,"{'person': 'Marie Curie', 'field': 'chemistry'}",high,medium,"{'person': 'http://dbpedia.org/resource/Marie_Curie', 'field': 'http://dbpedia.org/resource/Chemistry'}"
1266,Explain the relationship between the United Nations and World War II and its significance.,explanatory,"{'entity A': 'United Nations', 'entity B': 'World War II'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/United_Nations', 'entity B': 'http://dbpedia.org/resource/World_War_II'}"
1267,"Based on the historical behavior of NASA, what do you think it might do in the future?",predictive,{'entity': 'NASA'},medium,medium,{'entity': 'http://dbpedia.org/resource/NASA'}
1268,Compare and contrast the similarities and differences between the Roman Empire and the Mongol Empire in terms of military strategies.,comparative,"{'entity A': 'Roman Empire', 'entity B': 'Mongol Empire', 'aspect': 'military strategies'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Roman_Empire', 'entity B': 'http://dbpedia.org/resource/Mongol_Empire'}"
1269,How do you evaluate the impact of Sigmund Freud on modern psychology? Please explain your viewpoint.,critical,"{'person': 'Sigmund Freud', 'field': 'modern psychology'}",high,medium,"{'person': 'http://dbpedia.org/resource/Sigmund_Freud', 'field': 'http://dbpedia.org/resource/Psychology'}"
1270,Please describe Marie Curie’s contributions to the field of chemistry.,descriptive,{'person': 'Marie Curie'},high,medium,{'person': 'http://dbpedia.org/resource/Marie_Curie'}
1271,Why did Nelson Mandela choose to focus on reconciliation after his release in 1990?,explanatory,"{'person': 'Nelson Mandela', 'action': 'focus on reconciliation', 'time': '1990'}",high,medium,"{'person': 'http://dbpedia.org/resource/Nelson_Mandela', 'time': 'http://dbpedia.org/resource/1990'}"
1272,"Based on the current economic indicators, how do you predict the global economy will develop in the next decade?",predictive,{'event': 'global economy'},high,hard,{'event': 'http://dbpedia.org/resource/World_economy'}
1273,Compare and contrast the educational philosophies of John Dewey and Maria Montessori.,comparative,"{'entity A': 'John Dewey', 'entity B': 'Maria Montessori'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/John_Dewey', 'entity B': 'http://dbpedia.org/resource/Maria_Montessori'}"
1274,How do you evaluate the impact of the Industrial Revolution on modern technology? Please explain your viewpoint.,critical,"{'person/event': 'Industrial Revolution', 'field': 'modern technology'}",high,hard,"{'person/event': 'http://dbpedia.org/resource/Industrial_Revolution', 'field': 'http://dbpedia.org/resource/Technology'}"
1275,Describe Leonardo da Vinci's significant contributions to the art and science fields.,descriptive,{'person': 'Leonardo da Vinci'},high,medium,{'person': 'http://dbpedia.org/resource/Leonardo_da_Vinci'}
1276,Why did the Roman Empire choose to expand its territory into Britain during the first century?,explanatory,"{'person': 'Roman Empire', 'action': 'expand its territory', 'time': 'first century'}",high,medium,"{'person': 'http://dbpedia.org/resource/Roman_Empire', 'action': 'http://dbpedia.org/resource/Roman_conquest_of_Britain'}"
1277,"Based on the current economic indicators, how do you predict the global economy will develop over the next decade?",predictive,{'event': 'global economy'},high,hard,{'event': 'http://dbpedia.org/resource/World_economy'}
1278,Compare and contrast the similarities and differences between the Renaissance and the Enlightenment in terms of their influence on European culture.,comparative,"{'entity A': 'Renaissance', 'entity B': 'Enlightenment', 'aspect': 'influence on European culture'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Renaissance', 'entity B': 'http://dbpedia.org/resource/Age_of_Enlightenment'}"
1279,How do you evaluate the impact of the digital revolution on the education sector? Please explain your viewpoint.,critical,"{'person/event': 'digital revolution', 'field': 'education sector'}",high,medium,"{'person/event': 'http://dbpedia.org/resource/Digital_Revolution', 'field': 'http://dbpedia.org/resource/Education'}"
1280,Please describe Marie Curie’s contributions to the field of chemistry.,descriptive,{'person': 'Marie Curie'},high,medium,{'person': 'http://dbpedia.org/resource/Marie_Curie'}
1281,Why did Nelson Mandela choose to run for presidency in the 1994 South African elections?,explanatory,"{'person': 'Nelson Mandela', 'action': 'run for presidency', 'time': '1994 South African elections'}",high,medium,"{'person': 'http://dbpedia.org/resource/Nelson_Mandela', 'time': 'http://dbpedia.org/resource/1994_South_African_general_election'}"
1282,"Based on the historical behavior of SpaceX, in which fields do you think it might expand its operations in the future?",predictive,{'entity': 'SpaceX'},high,medium,{'entity': 'http://dbpedia.org/resource/SpaceX'}
1283,Compare and contrast the similarities and differences between the American Revolution and the French Revolution in terms of their causes and outcomes.,comparative,"{'entity A': 'American Revolution', 'entity B': 'French Revolution', 'aspect': 'causes and outcomes'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/American_Revolution', 'entity B': 'http://dbpedia.org/resource/French_Revolution'}"
1284,How do you evaluate the impact of the internet on global communication? Please explain your viewpoint.,critical,"{'person/event': 'the internet', 'field': 'global communication'}",high,medium,{'person/event': 'http://dbpedia.org/resource/Internet'}
1285,Please describe Leonardo da Vinci’s contributions to the field of art and science.,descriptive,"{'person': 'Leonardo da Vinci', 'field': 'art and science'}",high,medium,"{'person': 'http://dbpedia.org/resource/Leonardo_da_Vinci', 'field': 'http://dbpedia.org/resource/Science'}"
1286,Why did Rosa Parks choose to refuse giving up her bus seat in 1955?,explanatory,"{'person': 'Rosa Parks', 'action': 'refuse giving up her bus seat', 'time': '1955'}",high,medium,"{'person': 'http://dbpedia.org/resource/Rosa_Parks', 'action': 'http://dbpedia.org/resource/Montgomery_bus_boycott', 'time': '1955'}"
