,question,type,placeholders,naturalness,difficulty,dbpedia_entities,id,dbpedia_entities_re
684,Compare and contrast the similarities and differences between the Renaissance and the Enlightenment in terms of their influence on European culture.,comparative,"{'entity A': 'Renaissance', 'entity B': 'Enlightenment', 'aspect': 'influence on European culture'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Renaissance', 'entity B': 'http://dbpedia.org/resource/Age_of_Enlightenment'}",684,"{'entity A': 'Renaissance', 'entity B': 'Age_of_Enlightenment'}"
685,How do you evaluate the impact of the digital revolution on the education sector? Please explain your viewpoint.,critical,"{'person/event': 'digital revolution', 'field': 'education sector'}",high,medium,"{'person/event': 'http://dbpedia.org/resource/Digital_Revolution', 'field': 'http://dbpedia.org/resource/Education'}",685,"{'person/event': 'Digital_Revolution', 'field': 'Education'}"
686,Why did Nelson Mandela choose to run for presidency in the 1994 South African elections?,explanatory,"{'person': 'Nelson Mandela', 'action': 'run for presidency', 'time': '1994 South African elections'}",high,medium,"{'person': 'http://dbpedia.org/resource/Nelson_Mandela', 'time': 'http://dbpedia.org/resource/1994_South_African_general_election'}",686,"{'person': 'Nelson_Mandela', 'time': '1994_South_African_general_election'}"
687,Compare and contrast the similarities and differences between the American Revolution and the French Revolution in terms of their causes and outcomes.,comparative,"{'entity A': 'American Revolution', 'entity B': 'French Revolution', 'aspect': 'causes and outcomes'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/American_Revolution', 'entity B': 'http://dbpedia.org/resource/French_Revolution'}",687,"{'entity A': 'American_Revolution', 'entity B': 'French_Revolution'}"
688,How do you evaluate the impact of the internet on global communication? Please explain your viewpoint.,critical,"{'person/event': 'the internet', 'field': 'global communication'}",high,medium,{'person/event': 'http://dbpedia.org/resource/Internet'},688,{'person/event': 'Internet'}
689,Please describe Leonardo da Vinci’s contributions to the field of art and science.,descriptive,"{'person': 'Leonardo da Vinci', 'field': 'art and science'}",high,medium,"{'person': 'http://dbpedia.org/resource/Leonardo_da_Vinci', 'field': 'http://dbpedia.org/resource/Science'}",689,"{'person': 'Leonardo_da_Vinci', 'field': 'Science'}"
690,"Based on the current technological trends, how do you predict artificial intelligence will develop in the next decade?",predictive,"{'current situation': 'current technological trends', 'event': 'artificial intelligence'}",high,hard,"{'current situation': 'http://dbpedia.org/resource/Technology', 'event': 'http://dbpedia.org/resource/Artificial_intelligence'}",690,"{'current situation': 'Technology', 'event': 'Artificial_intelligence'}"
691,How do you evaluate the impact of the internet on modern education? Please explain your viewpoint.,critical,"{'person/event': 'internet', 'field': 'modern education'}",high,medium,{'person/event': 'http://dbpedia.org/resource/Internet'},691,{'person/event': 'Internet'}
692,Why did Napoleon choose to invade Russia in 1812?,explanatory,"{'person': 'Napoleon', 'action': 'invade Russia', 'time': '1812'}",high,medium,"{'person': 'http://dbpedia.org/resource/Napoleon', 'action': 'http://dbpedia.org/resource/French_invasion_of_Russia'}",692,"{'person': 'Napoleon', 'action': 'French_invasion_of_Russia'}"
693,Compare and contrast the similarities and differences between Android and iOS in terms of security features.,comparative,"{'entity A': 'Android', 'entity B': 'iOS', 'aspect': 'security features'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Android_(operating_system)', 'entity B': 'http://dbpedia.org/resource/IOS'}",693,"{'entity A': 'Android_(operating_system)', 'entity B': 'IOS'}"
694,How do you evaluate the impact of social media on political engagement? Please explain your viewpoint.,critical,"{'event': 'social media', 'field': 'political engagement'}",high,hard,{'event': 'http://dbpedia.org/resource/Social_media'},694,{'event': 'Social_media'}
695,"Based on recent advancements, how do you predict the field of artificial intelligence will evolve in the next decade?",predictive,{'entity': 'field of artificial intelligence'},high,medium,{'entity': 'http://dbpedia.org/resource/Artificial_intelligence'},695,{'entity': 'Artificial_intelligence'}
696,Compare and contrast the economic impacts of the Great Depression and the 2008 Financial Crisis.,comparative,"{'historical event A': 'Great Depression', 'historical event B': '2008 Financial Crisis'}",high,hard,"{'historical event A': 'http://dbpedia.org/resource/Great_Depression', 'historical event B': 'http://dbpedia.org/resource/Financial_crisis_of_2007%E2%80%932008'}",696,"{'historical event A': 'Great_Depression', 'historical event B': 'Financial_crisis_of_2007%E2%80%932008'}"
697,Describe Neil Armstrong's significant contributions during his career.,descriptive,{'person': 'Neil Armstrong'},high,medium,{'person': 'http://dbpedia.org/resource/Neil_Armstrong'},697,{'person': 'Neil_Armstrong'}
698,Compare and contrast the similarities and differences between the Roman Empire and Ancient Greece in political structure.,comparative,"{'entity A': 'Roman Empire', 'entity B': 'Ancient Greece', 'aspect': 'political structure'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Roman_Empire', 'entity B': 'http://dbpedia.org/resource/Ancient_Greece'}",698,"{'entity A': 'Roman_Empire', 'entity B': 'Ancient_Greece'}"
699,"Based on the current trends in renewable energy, how do you predict the adoption of solar power will develop in the next decade?",predictive,{'event': 'adoption of solar power'},high,medium,{'event': 'http://dbpedia.org/resource/Solar_power'},699,{'event': 'Solar_power'}
700,Compare and contrast the educational philosophies of John Dewey and Maria Montessori in terms of their approach to learning.,comparative,"{'entity A': 'John Dewey', 'entity B': 'Maria Montessori', 'aspect': 'approach to learning'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/John_Dewey', 'entity B': 'http://dbpedia.org/resource/Maria_Montessori'}",700,"{'entity A': 'John_Dewey', 'entity B': 'Maria_Montessori'}"
701,Explain the relationship between the United Nations and the International Monetary Fund and its significance.,explanatory,"{'entity A': 'United Nations', 'entity B': 'International Monetary Fund'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/United_Nations', 'entity B': 'http://dbpedia.org/resource/International_Monetary_Fund'}",701,"{'entity A': 'United_Nations', 'entity B': 'International_Monetary_Fund'}"
702,"Based on Ford's historical behavior, in which fields do you think it might innovate in the future?",predictive,{'entity': 'Ford'},high,medium,{'entity': 'http://dbpedia.org/resource/Ford_Motor_Company'},702,{'entity': 'Ford_Motor_Company'}
703,Compare and contrast the political ideologies of socialism and capitalism in terms of economic policies.,comparative,"{'entity A': 'socialism', 'entity B': 'capitalism', 'aspect': 'economic policies'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Socialism', 'entity B': 'http://dbpedia.org/resource/Capitalism'}",703,"{'entity A': 'Socialism', 'entity B': 'Capitalism'}"
704,"Based on the current trends, how do you predict renewable energy sources will develop by 2030?",predictive,{'event': 'renewable energy sources'},high,medium,{'event': 'http://dbpedia.org/resource/Renewable_energy'},704,{'event': 'Renewable_energy'}
705,Compare and contrast the similarities and differences between Android and iOS operating systems in terms of security.,comparative,"{'entity A': 'Android', 'entity B': 'iOS', 'aspect': 'security'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Android_(operating_system)', 'entity B': 'http://dbpedia.org/resource/IOS'}",705,"{'entity A': 'Android_(operating_system)', 'entity B': 'IOS'}"
706,How do you evaluate the impact of social media on modern communication? Please explain your viewpoint.,critical,"{'event': 'social media', 'field': 'modern communication'}",high,medium,{'event': 'http://dbpedia.org/resource/Social_media'},706,{'event': 'Social_media'}
707,"Based on the current trajectory of artificial intelligence development, how do you predict its impact on the labor market?",predictive,"{'current situation': 'current trajectory of artificial intelligence development', 'event': 'its impact on the labor market'}",high,medium,"{'current situation': 'http://dbpedia.org/resource/Artificial_intelligence', 'event': 'http://dbpedia.org/resource/Labor_market'}",707,"{'current situation': 'Artificial_intelligence', 'event': 'Labor_market'}"
708,Compare and contrast the similarities and differences between the American Revolution and the French Revolution in terms of their causes.,comparative,"{'entity A': 'American Revolution', 'entity B': 'French Revolution', 'aspect': 'their causes'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/American_Revolution', 'entity B': 'http://dbpedia.org/resource/French_Revolution'}",708,"{'entity A': 'American_Revolution', 'entity B': 'French_Revolution'}"
709,How do you evaluate the impact of social media on political discourse? Please explain your viewpoint.,critical,"{'event': 'social media', 'field': 'political discourse'}",high,medium,"{'event': 'http://dbpedia.org/resource/Social_media', 'field': 'http://dbpedia.org/resource/Political_discussion'}",709,"{'event': 'Social_media', 'field': 'Political_discussion'}"
710,Why did Google decide to acquire YouTube in 2006?,explanatory,"{'person': 'Google', 'action': 'acquire YouTube', 'time': '2006'}",high,medium,"{'person': 'http://dbpedia.org/resource/Google', 'action': 'http://dbpedia.org/resource/YouTube', 'time': 'http://dbpedia.org/resource/2006'}",710,"{'person': 'Google', 'action': 'YouTube', 'time': '2006'}"
711,"Based on the current economic indicators, how do you predict the stock market will perform over the next year?",predictive,"{'entity': 'stock market', 'time': 'next year'}",high,hard,"{'entity': 'http://dbpedia.org/resource/Stock_market', 'time': 'http://dbpedia.org/resource/2024'}",711,"{'entity': 'Stock_market', 'time': '2024'}"
712,Compare and contrast the economic policies of Franklin D. Roosevelt and Ronald Reagan in terms of addressing economic crises.,comparative,"{'entity A': 'Franklin D. Roosevelt', 'entity B': 'Ronald Reagan', 'aspect': 'addressing economic crises'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Franklin_D._Roosevelt', 'entity B': 'http://dbpedia.org/resource/Ronald_Reagan'}",712,"{'entity A': 'Franklin_D._Roosevelt', 'entity B': 'Ronald_Reagan'}"
713,How do you evaluate Elon Musk's impact on the space exploration industry? Please explain your viewpoint.,critical,"{'person': 'Elon Musk', 'field': 'space exploration industry'}",high,medium,"{'person': 'http://dbpedia.org/resource/Elon_Musk', 'field': 'http://dbpedia.org/resource/Space_exploration'}",713,"{'person': 'Elon_Musk', 'field': 'Space_exploration'}"
714,"Based on the current trends, how do you predict the adoption of renewable energy sources will develop?",predictive,"{'current situation': 'current trends', 'event': 'adoption of renewable energy sources'}",high,medium,"{'current situation': 'http://dbpedia.org/resource/Trend_(statistics)', 'event': 'http://dbpedia.org/resource/Renewable_energy'}",714,"{'current situation': 'Trend_(statistics)', 'event': 'Renewable_energy'}"
715,Compare and contrast the economic policies of Franklin D. Roosevelt and Margaret Thatcher in terms of economic recovery.,comparative,"{'entity A': 'Franklin D. Roosevelt', 'entity B': 'Margaret Thatcher', 'aspect': 'economic recovery'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Franklin_D._Roosevelt', 'entity B': 'http://dbpedia.org/resource/Margaret_Thatcher', 'aspect': 'http://dbpedia.org/resource/Economic_recovery'}",715,"{'entity A': 'Franklin_D._Roosevelt', 'entity B': 'Margaret_Thatcher', 'aspect': 'Economic_recovery'}"
716,Explain the relationship between the Roman Republic and the Roman Empire and its significance.,explanatory,"{'entity A': 'Roman Republic', 'entity B': 'Roman Empire'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Roman_Republic', 'entity B': 'http://dbpedia.org/resource/Roman_Empire'}",716,"{'entity A': 'Roman_Republic', 'entity B': 'Roman_Empire'}"
717,"Based on the current geopolitical situation, how do you predict the development of renewable energy policies will evolve?",predictive,{'event': 'development of renewable energy policies'},medium,medium,{'event': 'http://dbpedia.org/resource/Renewable_energy_policy'},717,{'event': 'Renewable_energy_policy'}
718,How do you evaluate the impact of the internet on modern education systems? Please explain your viewpoint.,critical,"{'person/event': 'the internet', 'field': 'modern education systems'}",high,medium,"{'person/event': 'http://dbpedia.org/resource/Internet', 'field': 'http://dbpedia.org/resource/Education'}",718,"{'person/event': 'Internet', 'field': 'Education'}"
